Branch Name,Types,Business Status,City,Province,Region,Address,Latitude,Longitude,Rating,User Ratings Count,Reviews,Place ID,Google Maps Link
BPI Cavite -Caridad Branch CAM,atm,OPERATIONAL,Cavite,Cavite,CALABARZON,"Brgy, 309 P. Burgos Ave, Caridad, Cavite, Philippines",14.4767099,120.8905579,,,No reviews found,ChIJxXZ3yZMzljMRZD47rpcGxSA,https://www.google.com/maps/place/?q=place_id:ChIJxXZ3yZMzljMRZD47rpcGxSA
BPI Cavite City 2 Branch ATM,atm,OPERATIONAL,Cavite,Cavite,CALABARZON,"632 P. Burgos Street corner Molina Street, Brgy, Cavite, Philippines",14.4790351,120.8972914,,,No reviews found,ChIJe928oa7NlzMRnBAJKut-AaU,https://www.google.com/maps/place/?q=place_id:ChIJe928oa7NlzMRnBAJKut-AaU
BPI Dasmarinas Bayan Branch,bank,OPERATIONAL,DasmariÃ±as,Cavite,CALABARZON,"Brgy Zone 3, Don P. Campos Ave, cor I. Mangubat St, DasmariÃ±as, 4114 Cavite, Philippines",14.3253036,120.9368836,2.3,69,"no star deserved this branch , super slow and not organize queue number , wasting your time .. very poor costumer service ..; Although there's a line, the experience is truly worth it: Patience pays off hereâ€”you'll leave satisfiedðŸ˜ŠðŸŒŸ â€¦; Service was very slow, making a deposit takes almost an hour. Deposit machine is not working.; Poor customer service. I have called several times and no one answers the phone.; It's just that every day the Deposit machine outside is broken, it's a waste of my fare to go back to deposit, if it takes 2.5 hours for you to deposit, it's like I'll just deposit juice, there's really no choiceðŸ¤¦â€â™‚ï¸ðŸ‘Ž â€¦; SUPER SLOW TRANSACTIONS. You will wait for hours before your number is called.; What a disaster, long lines, missed tickets, no info given. Left the branch after 3 hours without opening a USD account. Not interested in a branch with waiting tines this long...; They act very slowly here. Then all are still dead. There is a walker. There is a shop outside, but there is a queue of people. It's not nearly as sweet anymore. Yesterday, in the long queue, a man even laughed",ChIJ_VZyhAHVlzMRzL7XvolN-IE,https://www.google.com/maps/place/?q=place_id:ChIJ_VZyhAHVlzMRzL7XvolN-IE
BPI E. Aguinaldo Hi-Way Branch,bank,OPERATIONAL,DasmariÃ±as,Cavite,CALABARZON,"Zone 4, Brgy, Km. 30 Aguinaldo Hwy, DasmariÃ±as, 4114 Cavite, Philippines",14.3288671,120.939922,2.4,43,"Inconvenience, Inconsiderate, Troublesome
Even before i have no account to BPI i already experienced hassle to BPI Dasma Aguinaldo Hyway. Now i have account already i still experience problems. â€¦; I hate there transaction too poor since I opened an account on payroll it was all a hassle for me that's why I don't trust opening insurance it's so poor they take so long to assist always the reason the system was taken down kind of lame excuse they don't think about the hassles of their customers I recommend GMA BPI they act quickly.; Very poor service.
We lined up early for costumer service we are on the 4th person but the guard cannot control the people so at the end number 13 kmi very irresponsible The guards when they come inside they can transact in any area... Disappointing...; Zero star two hours waiting for nothing; Your guard is rude! I'm your client remember!!!!!; Service is faster than the branch in upper McKinley Hills Taguig.
The pregnant lady who assisted me was very efficient.While the system was down and waiting for it to be fixed ,she looked into my requirements and made sure I have the complete requirements to avoid any delays.; Even though the line is long and there are a lot of people, it's okay because I can see they move quickly and they are very attentive, helpful, and friendly to the clients. That's probably why there are always a lot of people is because they have a lot of clients..not because they are slow or anything.; Nice people",ChIJVVVlu__UlzMRu-lHSwvmssA,https://www.google.com/maps/place/?q=place_id:ChIJVVVlu__UlzMRu-lHSwvmssA
BPI Dasmarinas Bayan Branch CAM,atm,OPERATIONAL,DasmariÃ±as,Cavite,CALABARZON,"Brgy Zone 3, corner Don P. Campos Ave. & D. Mangubat St, DasmariÃ±as, Cavite, Philippines",14.3196969,120.9339253,2.8,4,"This branch doesn't even make sense as a branch. Also their ATMs and CAM are always not on service, like, bakit pa kayo nag open?",ChIJp1zRhAHVlzMRhEwCnRXmADY,https://www.google.com/maps/place/?q=place_id:ChIJp1zRhAHVlzMRhEwCnRXmADY
BPI E. Aguinaldo Highway Branch CAM,atm,OPERATIONAL,DasmariÃ±as,Cavite,CALABARZON,"Zone 4, Brgy, Km. 30 E. Aguinaldo Highway, Dasmarinas, DasmariÃ±as, Cavite, Philippines",14.3295222,120.9406186,1,2,No recent reviews,ChIJNRGUbKTVlzMRFHjlqXZXrtU,https://www.google.com/maps/place/?q=place_id:ChIJNRGUbKTVlzMRFHjlqXZXrtU
BPI DasmariÃ±as Palapala Branch ATM & CAM,atm,OPERATIONAL,DasmariÃ±as,Cavite,CALABARZON,"3Roze Bldg. Gov. Drive, Palapala, Dasmarinas, Cavite, DasmariÃ±as, Cavite, Philippines",14.3016211,120.9549527,,,No reviews found,ChIJf8cPCpfVlzMRtaPZW14Pz6Q,https://www.google.com/maps/place/?q=place_id:ChIJf8cPCpfVlzMRtaPZW14Pz6Q
BPI FCIE Branch,bank,OPERATIONAL,General Trias,Cavite,CALABARZON,"Brgy, MG Center, Green Breeze Village, Governor's Dr, General Trias, 4114 Cavite, Philippines",14.2924655,120.933217,2,21,"THE TELLER IS TOO SLOW EVEN THOUGH THEY KNOW THAT THERE ARE MANY QUEUING, THEY HAVEN'T ADDED A TELLER YET ðŸ«  â€¦; Sobrang bagal ng staffs even greeting wala, even the guards were not polite. Please find another branch or bank.; SHUT UP MOTHER, FIX YOUR SYSTEM JAN KING, MOTHER; No priority lane for pregnant women; USELESS TELEPHONE NUMBER! No oneâ€™s answering the phoneðŸ¤¬ â€¦; Very poor service. Waited for almost 1hour to get in. Customer service is very slow.; The line is so long and then they tell you my loan was declined for ""unknown reason"".
This branch is rotten; Waited 3hrs in line for card replacement application. The staffs are so slow. The lady  assigned at the counter didn't inform me that she is going to take a break. She just left without saying anything. Worst BPI branch ever.",ChIJZZfqiHvVlzMRkFPwqXxXZvM,https://www.google.com/maps/place/?q=place_id:ChIJZZfqiHvVlzMRkFPwqXxXZvM
BPI ATM - SM City Dasmarinas,atm,OPERATIONAL,DasmariÃ±as,Cavite,CALABARZON,"Governor's Dr, Brgy. Sampalok 1, DasmariÃ±as, Cavite, Philippines",14.30169,120.95595,1.7,3,It still works for several years; always not working!,ChIJSQIxjJbVlzMRt3MYiR5uT7Y,https://www.google.com/maps/place/?q=place_id:ChIJSQIxjJbVlzMRt3MYiR5uT7Y
Bank of the Philippine Islands - Robinson's DasmariÃ±as - Express Banking Center,bank,OPERATIONAL,DasmariÃ±as,Cavite,CALABARZON,"Robinson's Place - DasmariÃ±as, Space No. 066, E. Aguinaldo Highway corner Governor Drive, DasmariÃ±as, Cavite, Philippines",14.299796,120.953958,,,No reviews found,ChIJMermT5fVlzMRdO-n_W0_eUo,https://www.google.com/maps/place/?q=place_id:ChIJMermT5fVlzMRdO-n_W0_eUo
BPI Gen. Trias Branch,bank,OPERATIONAL,General Trias,Cavite,CALABARZON,"KM 38 Governor's Dr, General Trias, 4107 Cavite, Philippines",14.291941,120.912004,1.6,84,No reviews found,ChIJFawL3FjVlzMRN7J3vxUj46g,https://www.google.com/maps/place/?q=place_id:ChIJFawL3FjVlzMRN7J3vxUj46g
BPI Gen Trias Branch ATM & CAM,atm,OPERATIONAL,General Trias,Cavite,CALABARZON,"KM 38 Juanito R. Remulla Senior Rd, General Trias, 4107 Cavite, Philippines",14.291895,120.9119745,1.6,7,"As of Jan 27, 2025. The experience with this branch was okay. Long waiting time, which is expected, but our concern was resolved quickly and we didn't go home in tears. That's what's important. :); The customer service line is 4 hours long. It takes longer because new arrivals are being entertained and no one is choosing.; Worst customer service. The workers, even the guards, are not treated well. You don't deserve even 1 star. If only I could curse your slowness.; Worst costumer service that i encounter..; I find the ATMs and CAM unreliable (without cash or offline).",ChIJZzqI21jVlzMRFv4Ag0Gm-74,https://www.google.com/maps/place/?q=place_id:ChIJZzqI21jVlzMRFv4Ag0Gm-74
BPI - Waltermart Gen.Trias Express Banking Center,bank,OPERATIONAL,General Trias,Cavite,CALABARZON,"Ground Floor, Waltermart Center, General Trias, Cavite, Philippines",14.2910821,120.9086772,,,No reviews found,ChIJdeeoE1jVlzMRlAWIpuvjYXQ,https://www.google.com/maps/place/?q=place_id:ChIJdeeoE1jVlzMRlAWIpuvjYXQ
BPI Gateway Business Park Branch,bank,OPERATIONAL,General Trias,Cavite,CALABARZON,"Brgy, Gateway Business Park, Isaac St, General Trias, 4107 Cavite, Philippines",14.289455,120.9136904,3.3,7,Very slow! An hour and 30mins still nothing. There are only a few of us here; Not answering calls.; The line is long. All I have to do is pick up my ATM card. I've been waiting 25 minutes and still haven't been called. On Monday the line for ATM pick up was about 30 people lined up OUTSIDE the bank. The bank advised me to pick it up on a â€¦,ChIJf6erm71_vTMRDDnlmHbq_8k,https://www.google.com/maps/place/?q=place_id:ChIJf6erm71_vTMRDDnlmHbq_8k
Bank of the Philippine Islands,bank,OPERATIONAL,General Trias,Cavite,CALABARZON,"7W7C+X7C, General Trias, Cavite, Philippines",14.2649465,120.9206834,5,3,good,ChIJPyy9Tr5_vTMR8k3EtePbbNA,https://www.google.com/maps/place/?q=place_id:ChIJPyy9Tr5_vTMR8k3EtePbbNA
BPI Cavite EPZA Branch,bank,OPERATIONAL,Rosario,Cavite,CALABARZON,"Cavite Economic Zone, General Trias Dr, Rosario, 4106 Cavite, Philippines",14.4073228,120.8595007,1.4,44,"The service is super slow. You'll just have to wait a few hours to receive a replacement card.; Very disappointing customer service!!! Pregnant woman waiting for almost 1hr!!! You should have a priority lane!!! Slow service.; This is the worst BPI branch Iâ€™ve ever been to. The service is slow, the queue is disorganized, and the employees are unfriendly. Please add workforce; Service is very slow. I always end up spending half of the day waiting for my turn even with simple transactions like claiming an ATM or doing cash deposits.; Very slow. 2hrs of waiting. Machines dont work properly. Poor customer service.; Service is very slow. Everytime I have a transaction in this branch they took half of my day for a managers cheque. Even with the teller, deposit they're so slow. I dont know whats their deal but this branch is very irritating. Slowest BPI branch.; The tellers are very slow, they still managed to talk despite the many depositors who were waiting and managed to lynch one teller from 9:30 am and it was already 12nn from number 90, 101 is being served imagine how slow!!!!! I think we â€¦; Shout out to a CSR of epza branch. Madam, my account has been overly authenticated, everything that you asked about, including my IDs, I took out, and you will not change my phone number in my account. Even the address you want to change â€¦; Very slow !!!! Takes hours to make over-the-counter withdrawal.",ChIJ1wciAOcsljMRtlNIn275ki0,https://www.google.com/maps/place/?q=place_id:ChIJ1wciAOcsljMRtlNIn275ki0
BPI Rosario Branch,bank,OPERATIONAL,Rosario,Cavite,CALABARZON,"General Trias Dr, Brgy. Poblacion, Rosario, 4106 Cavite, Philippines",14.4139373,120.8570843,2.6,18,"So the tellers are slow, been at their branch at 9:30 am no. 90 the number being services my que is 121 12 at that time the service was already at 101 and even got a counter to have lunch considering the number of people waiting the tellers â€¦; It would be much better if they had an ATM with deposit transaction. It's a hassle, the queue is always very long. For simple transactions, you can personally transact at the machine even during non-office hours.; Out of all the bpi branches I've been to, this branch is the one that will get you the cheapest and the worst service! Even a few people make no difference for a long time!! Why don't you fix this branch! If you have a negative rate, you are negative 100! ðŸ¤¬ â€¦; This is not ROSARIO BRANCH. This is EPZA Branch. Please correct your Branch Name for god's sake.; Great and friendly employeeâ€™s; It took too long to open an account. We have been waiting outside for more than 1 hour. Not moving queue.; Poor service, very long queue unlike at the Tanza branch.; We are about to open an account with BPI and the line was too long but the guard said that there is no priority lane for customer service. Imagine a person with disability waiting in line in the heat of sun.",ChIJOS9rpfEsljMR0DD9_8Z5v-w,https://www.google.com/maps/place/?q=place_id:ChIJOS9rpfEsljMR0DD9_8Z5v-w
BPI The District Imus Branch,bank,OPERATIONAL,Imus,Cavite,CALABARZON,"Brgy Anabu, G/F The District-Imus Ayala Mall E Aguinaldo Hway, cor Daang Hari West, Imus, 4103 Cavite, Philippines",14.3716317,120.93846,2.6,52,"Not so helpful guy on the phone. You customer service needs to improve badly.; Poor customer service!!!!
The guards are rude they can even see my partner is pregnant they even prioritize the guy who says he is preferred client! Seriously even my partner came first inside the bank! Rude and incompetent staff!!!; The waiting time is too long.; My experience here was seamless, with a smooth transaction, and the staff member who assisted me was very accommodating to all of my concerns.; the tellers here are fast",ChIJyTA9r3_TlzMR176k6a0-ChU,https://www.google.com/maps/place/?q=place_id:ChIJyTA9r3_TlzMR176k6a0-ChU
BPI Imus Nueno Branch CAM,atm,OPERATIONAL,Imus,Cavite,CALABARZON,"BPI Bldg., Imus, Nueno Ave, Imus, Cavite, Philippines",14.4251102,120.9395289,2.8,4,very convenient; More than 2 hours of queuing for new acct.; CAM is not available 24 hours. It is inside the establishment and is only open during workhours.,ChIJySDA1_XSlzMRrUcE2z8qqk0,https://www.google.com/maps/place/?q=place_id:ChIJySDA1_XSlzMRrUcE2z8qqk0
BPI The District Imus Branch CAM,atm,OPERATIONAL,Imus,Cavite,CALABARZON,"Brgy Anabu, G/F The District Imus Ayala Malls, E. Aguinaldo Highway, cor Daang Hari West, Imus, Cavite, Philippines",14.3719577,120.93856,2.1,10,"Easy realtime deposit; There is no number, you are just a few unlike other branches, hopefully they can find a way; Guards was felling asleep; Staff are talking more than getting work done. Too much small talk going on. They process things forever.; Is CAM (Cash Accept Machine) available here at BPI The District?  Thanks for the update.; CAM (Cash Accept Machine)/Deposit Machine is unavailable here as of now. Queue's way too long just for depositing money. Find other branch if you're just going to deposit your own money here ""BPI District Branch"".",ChIJWdudyaTVlzMRmUOHX4YEFeU,https://www.google.com/maps/place/?q=place_id:ChIJWdudyaTVlzMRmUOHX4YEFeU
BPI Imus Anabu Ii Branch ATM,atm,OPERATIONAL,Imus,Cavite,CALABARZON,"Brgy, Km. 24 E Aguinaldo Hwy, Imus, Cavite, Philippines",14.3853316,120.9396741,1.5,8,"Slow; Withdrawal takes 3 hrs only 2 teller but only one is calling with only the priority.; OMG!!!! Waited so long for a simple transaction! The tellers are way too slow!!!; This branch is the worse! Waited 2 hrs, they skipped my number and only to find out we needed a barangay certificate to claim the atm card. Which also by the way, was never mentioned when i requezted for it online.; Its so slow; Very slow service and the security guards doesn't give guides to customer to which is which line you should line up. They don't explain for which service is the line for for early comers waiting outside; So disappointing that they allow jumping on the line (queue). Btw, she's not even senior citizen or PWD to begin with. The one behind me attended first before  I had my turn. I already waited for more than an hour. ðŸ˜¡ðŸ˜¡ðŸ˜¡ â€¦",ChIJFXpbuHXTlzMR8ZGaQiQ5LWQ,https://www.google.com/maps/place/?q=place_id:ChIJFXpbuHXTlzMR8ZGaQiQ5LWQ
BPI Ayala Malls Serin Branch,bank,OPERATIONAL,Nasugbu,Batangas,CALABARZON,"Space G-49 Ground Floor, Ayala Malls Serin, Tagaytay - Nasugbu Hwy, Crossing East, Tagaytay City, 4120 Cavite, Philippines",14.0845223,120.8343877,1.6,30,"DISRESPECTFUL CLERK ESPECIALLY THE OLD MAN WITH GLASSES WHO THINK THAT HE IS THE HEIR OF BPI! AND THE SECURITY GUARD IS DISRESPECTFUL AS WELL. WORST BPI BRANCH. ILL PROBABLY REPORT THIS BRANCH DIRECTLY ON BPI!!!! SINCE THERE IS NO POINT â€¦; ATM is always not available.; Long wait and understaffed; 100k+ teller withdrawals have to  be approved? Really? and why is the teller asking how I'm going to use my own money? Very DISAPPOINTING service.; waiting time of 1hr for atm card pick up that I didn't even need to sit down in front of customer service for. lintek sa kupad.; The BPI Serin branch is consistently frustrating to visit due to its long queues that make even simple transactions feel like an ordeal. The disorganization within the branch only adds to the chaos, with no clear system for managing â€¦; Everything is slowwwwwwww.; Customer service sucks. Slowest BPI branch; No Preferred Client counter. Service slow. Preferred Clients BEWARE! Do not transact at this branch as it has VERY SLOW service.; Very slow service. Only 1 counter for Customer Service. Just gave up on waiting.",ChIJp_jfAGR3vTMRCv5H63cdjA0,https://www.google.com/maps/place/?q=place_id:ChIJp_jfAGR3vTMRCv5H63cdjA0
BPI Ayala Malls Serin 4 Branch ATM & CAM,atm,OPERATIONAL,Tagaytay City,Cavite,CALABARZON,"Space G-49 G/F, Ayala Malls Serin, Tagaytay - Nasugbu Hwy, Road, Tagaytay City, Cavite, Philippines",14.110856,120.9569251,,,No reviews found,ChIJrbbnA2R3vTMRTA09zo8kyoc,https://www.google.com/maps/place/?q=place_id:ChIJrbbnA2R3vTMRTA09zo8kyoc
BPI Ayala Malls Serin Branch ATM & CAM,atm,OPERATIONAL,Tagaytay City,Cavite,CALABARZON,"2nd Level, Robinsons Summit Ridge Promenade, Tagaytay - Nasugbu Hwy, Tagaytay City, Cavite, Philippines",14.1125758,120.958388,5,2,"This BPI branch is quite busy but their Branch Manager and Staffs are very courteous, friendly and very helpful. I highly appreciate the way you handle my bank transaction, best customer service....kudos to you sir and your staff!; No withdrawal fee for foreign cards. Withdrawal limit of 20,000 pesos. As of December 2022.",ChIJJ9XqVmF3vTMRSMZgr8Y8IuM,https://www.google.com/maps/place/?q=place_id:ChIJJ9XqVmF3vTMRSMZgr8Y8IuM
BPI Waltermart Serin Tagaytay ATM,atm,OPERATIONAL,Tagaytay City,Cavite,CALABARZON,"Waltermart Serin, Brgy. Crossing Silang East, Tagaytay City, Cavite, Tagaytay City, Cavite, Philippines",14.11296,120.95911,,,No reviews found,ChIJEZbIUGF3vTMRss_lmBDkK6s,https://www.google.com/maps/place/?q=place_id:ChIJEZbIUGF3vTMRss_lmBDkK6s
BPI Tagaytay ATM,atm,OPERATIONAL,Tagaytay City,Cavite,CALABARZON,"BPI Bldg, Brgy, Aguinaldo Hwy, Tagaytay City, 4120 Cavite, Philippines",14.114696,120.961923,,,No recent reviews,ChIJ1wLQRIh3vTMRkVu_xfyfPwg,https://www.google.com/maps/place/?q=place_id:ChIJ1wLQRIh3vTMRkVu_xfyfPwg
BPI Metro Rotunda-Fora Mall ATM,atm,OPERATIONAL,Tagaytay City,Cavite,CALABARZON,"Brgy, Tagaytay City, Cavite, Philippines",14.1162998,120.9612865,,,No reviews found,ChIJn0_tKVh3vTMRNeYTM9N-Irk,https://www.google.com/maps/place/?q=place_id:ChIJn0_tKVh3vTMRNeYTM9N-Irk
BPI Casino Tagaytay ATM,atm,OPERATIONAL,Tagaytay City,Cavite,CALABARZON,"2/F Casino Filipino, Emilio Aguinaldo Hwy, Tagaytay City, Cavite, Philippines",14.09734,120.93505,,,No reviews found,ChIJM5y8xaN3vTMRYC82CLA52YE,https://www.google.com/maps/place/?q=place_id:ChIJM5y8xaN3vTMRYC82CLA52YE
BPI Direct Banko Mendez Branch,bank,OPERATIONAL,Mendez,Cavite,CALABARZON,"Unit C & D, RS Building, 210 J.P. Rizal St, Mendez, Cavite, Philippines",14.1243515,120.9075639,5,2,Good Services,ChIJH1-kfwB3vTMR1P2qT44vbBA,https://www.google.com/maps/place/?q=place_id:ChIJH1-kfwB3vTMR1P2qT44vbBA
BPI Tanza Branch ATM,atm,OPERATIONAL,Tanza,Cavite,CALABARZON,"ABC Crescere Prop Mgt Inc. Bldg. Unit B-C, Tanza - Trece Martires Rd, Tanza, Cavite, Philippines",14.391426,120.8524222,1.8,15,No reviews found,ChIJoZ3TeIgsljMR5M_hMcA6rP0,https://www.google.com/maps/place/?q=place_id:ChIJoZ3TeIgsljMR5M_hMcA6rP0
BPI Waltermart Gen. Trias ATM,atm,OPERATIONAL,General Trias,Cavite,CALABARZON,"Brgy. Manggahan, Gen. Trias, Cavite City, General Trias, Cavite, Philippines",14.29123,120.90847,,,No reviews found,ChIJz7J0FFjVlzMRezW_JCCEENE,https://www.google.com/maps/place/?q=place_id:ChIJz7J0FFjVlzMRezW_JCCEENE
BPI Naic Branch,bank,OPERATIONAL,Naic,Cavite,CALABARZON,"BPI Bldg, Naic, 4110 Cavite, Philippines",14.3226161,120.7689584,2.1,31,"Slow transaction... Not clarify the lines of customers service..; Personnel in customer service doesn't even know what to recommend to your business when you open a bank account. They are not into customer service and can't even recommend what is the best option. They would say what's the usual even â€¦; Worst bpi experience. The waiting time here is less than 3 hours. If only there was another BPI branch in Naic ðŸ˜Œ â€¦; 3 weeks ago I were in the branch, requesting for card replacement and change address as well and I thought it was already in process, but when I call hotline today they said there is no any transaction number request from their end, Unfortunately I didn't get the young lady name but I know her face,.; Thanks Maam Lea for assisting me and making the transactions easier..Thanks again.; Echoing Danezaâ€™s review 1month ago - queuing system is VERY ineffective! Counters 1-3 are slow and CSR are slacking. Customers filling out pages of papers in the counter while CSR waits and walks across the room - to be particular CSR â€¦; As most reviews mentioned--  the lane system remains ineffective. While withdrawal and deposit transactions are fine, the customer service at booths 1-3 is too slow. There's no sense of urgency among the CSRs either. It's unclear whether â€¦; Their lane system is not good. Queue numbers are skipped. It's annoying.",ChIJJ7RIhM8pljMRJ5l9-2-skfo,https://www.google.com/maps/place/?q=place_id:ChIJJ7RIhM8pljMRJ5l9-2-skfo
BPI Gateway Business Park Branch ATM,atm,OPERATIONAL,General Trias,Cavite,CALABARZON,"Gateway Business Park, Road 5 Brgy. Javalera, General Trias, Cavite, Philippines",14.2648902,120.921148,4,1,No recent reviews,ChIJW_2-U75_vTMRSbgydEvqtoI,https://www.google.com/maps/place/?q=place_id:ChIJW_2-U75_vTMRSbgydEvqtoI
BPI GMA Cavite Branch,bank,OPERATIONAL,Silang,Cavite,CALABARZON,"Governor's Dr, Brgy Maderan, General Mariano Alvarez, 4117 Cavite, Philippines",14.2845429,120.9969602,2.1,51,"Great customer service experience. Sir Leonard is approachable, professional  and set proper expectations with the transaction but what made me appreciate the employees in this branch more is because of Ma'am Jessa, she checked on me if there's anything else that I need while I was waiting for my account to be reactivated. 10/10!; SLOW; Very slow to process. It took 2 weeks just for editing. Not recommended for travel insurance.; Very slow transaction. Very poor organization of queue. Itâ€™s always a waste of time when going to this branch just for very simple transaction. I always waste 2 to 3 hours just for deposit transaction only. I usually go the branch and line â€¦; Staff were friendly and accomodating. But the waiting time takes hours. A transaction for a deposit would usually take 2-3hrs. The branch should have more tellers for deposit. It would also be helpful if the branch will procure deposit machines which will ease the waiting time.; November 29, payday so many people start drawing, there is a long queue. There are three ATMs, only one is allowed because the two are only for balance. They have no intention of withdrawing.; The flow is super slow. Waited 30mins outside before being allowed inside. The line at the teller was long, only 2 people were able to accommodate. Not to include seniors and pwds who needed to be seated. Imagine 2 slots took us 30mins to â€¦; YOUR SERVICE IS TOO LONG â—â— NEGATIVE RECOMMEND TRULY; There was a very hungry old man who walked to the lending agency and got an ID in Carmona, I helped him press the button because no one was there to assist. Usually the kind guard brother takes care of it, but this time he was busy. So the â€¦",ChIJabQg8ATWlzMRMZLdZOdwcDY,https://www.google.com/maps/place/?q=place_id:ChIJabQg8ATWlzMRMZLdZOdwcDY
BPI Silang Branch,bank,OPERATIONAL,Silang,Cavite,CALABARZON,"J Rizal, Brgy San Vicente 1, Silang, 4118 Cavite, Philippines",14.226596,120.9744457,2.2,20,"Worst branch. Please improve customers service; The tellers are so slow. I am in line for 1 hour and the process is so slow.; System should be improved...every transaction took so long that's why there's a long queue.. hope they add tellers to address this concern.; Poor Customer Service, very slow transaction. Please just add a cash deposit machine. You are trying to accommodate both of your family and express clients, then you will only open 2 counters? On average time, 1 counter took 45 minutes to cater the customer. Imagine if your queue has 100, what date will you finish? Very inefficient.; Very dissatisfied customer service! Tried to open an account for my car loan that was approved by BPI, but they didn't accept the ids that I have (TIN and PHILHEALTH) but the ids that I submitted for car loan and they disapproved. So I â€¦; Not in good customer service. An employee is artistic. I didn't get the name because I was so annoyed. Sitting at the end table start of the left table. Next to the man. It's obvious without consideration. Better than other branches. No star should be here.; Very slow. I just went out for a while, the queue number is 98. My number is 96. The very polite teller did not accept it. I got a new number again. I'm 129 times. Will wait too long again. Puneeta!!!!  I just don't know your service.; Very Fast services, the guards on are always alert.; Very slow to transact",ChIJ2230qJd-vTMReGqLIz-_2gs,https://www.google.com/maps/place/?q=place_id:ChIJ2230qJd-vTMReGqLIz-_2gs
BPI Ayala Westgrove Heights Branch,bank,OPERATIONAL,Silang,Cavite,CALABARZON,"Ayala Westgrove Heights, South Blvd, Brgy. Inchican, Silang, 4118 Cavite, Philippines",14.2384274,121.0411795,4.8,4,The new branch is much more refreshing to be at compared to the old one. And the staff are warm and welcoming as always.; Very helpful and accommodating staffâ€¦ Gretchen who helped us has the perfect personality to handle our multiple needs.,ChIJkwcN8QV9vTMRQT1UgG1-fgo,https://www.google.com/maps/place/?q=place_id:ChIJkwcN8QV9vTMRQT1UgG1-fgo
Bpi Direct Bank Inc. Silang Branch,bank,OPERATIONAL,Silang,Cavite,CALABARZON,"6XFC+MJ8, Yakal, San Miguel 1, Silang, 4118 Cavite, Philippines",14.2241433,120.9715857,,,No reviews found,ChIJ7-Gevxd_vTMRoyuLfsCdKnk,https://www.google.com/maps/place/?q=place_id:ChIJ7-Gevxd_vTMRoyuLfsCdKnk
BPI GMA Cavite Branch ATM,atm,OPERATIONAL,General Mariano Alvarez,Cavite,CALABARZON,"Cavite, Governor's Dr, Brgy. Maderan, General Mariano Alvarez, Cavite, Philippines",14.2845624,120.9968651,3.9,7,"You start drawing over the counter but when you arrive, they say they will start drawing from the vault. Right before lunch, they didn't have any money. It's a waste of time here, transact at another branch. 03/29/2022.. the teller here at â€¦; Fast lage transaction as long as you don't go mid or end of month. hehe Good service lage!; Nice Banking, but loads of clients waiting in line, service starts at 9am cut off is until 3pm.ðŸ˜… â€¦",ChIJnYjM8wTWlzMR1i7en8lIACs,https://www.google.com/maps/place/?q=place_id:ChIJnYjM8wTWlzMR1i7en8lIACs
BPI Magallanes South Branch,bank,OPERATIONAL,Makati City,NCR,NCR,"Lot 6, Block 5, Paseo De Magallanes Entrance, Makati City, 1232 Metro Manila, Philippines",14.5366076,121.0184228,2.4,19,"9:00am - Operating Hours they are still taking photos with a Happy Birthday Sign - Very Professional. â€¦; not answering phone calls; Since the renovation, they have improved their service to their customers. Long lines but they seems to make thing faster from before. Not as crowded as BDO a few meters away. I also love the parking and availability for SC/PWD close to the branch.; Very slow service at the branch itself and if you try calling their numbers, no one will receive your call.; They're not understaffed but EXTREMELY SLOW! Went in 5th at 1:00pm... im still here and it's already past 2pm!!!!!!!; BPI I'm always very  like it; Extremely slow. Be prepared to spend an entire afternoon waiting. This branch is severely understaffed.",ChIJFyBwpTvJlzMRvI5p2buk9Zc,https://www.google.com/maps/place/?q=place_id:ChIJFyBwpTvJlzMRvI5p2buk9Zc
BPI Magallanes EDSA Branch,bank,OPERATIONAL,Makati City,NCR,NCR,"G/F, MPI Bldg, 1052 G/F MPI Bldg EDSA, 1052 EDSA * Lapu Lapu St Magallanes Village-Makati City, Makati City, 1232 Metro Manila, Philippines",14.5393052,121.0150373,1.1,8,It is concerning to observe only one teller serving a queue of twenty individuals.,ChIJCeGNxjvJlzMRsaaglK2irDE,https://www.google.com/maps/place/?q=place_id:ChIJCeGNxjvJlzMRsaaglK2irDE
BPI Naic Branch ATM,atm,OPERATIONAL,Naic,Cavite,CALABARZON,"BPI Bldg., Ibayong, Silangan, Naic, Cavite, Philippines",14.3224263,120.7682848,5,2,Gave 5 stars since day one because i never failed everytime i withdraw cash and can have my money 24/7,ChIJ7R9DhM8pljMRKAzoMo1u4lQ,https://www.google.com/maps/place/?q=place_id:ChIJ7R9DhM8pljMRKAzoMo1u4lQ
